url_path,views_total,views_unique
/jens62/geberit-aquaclean,74,35
/jens62/geberit-aquaclean/issues/19,38,9
/jens62/geberit-aquaclean/issues,29,5
/jens62/geberit-aquaclean/blob/main/docs/hacs-integration.md,18,7
/jens62/geberit-aquaclean/issues/21,13,3
/jens62/geberit-aquaclean/stargazers,13,1
/jens62/geberit-aquaclean/issues/20,11,4
/jens62/geberit-aquaclean/blob/main/docs/webapp-masked.png,9,9
/jens62/geberit-aquaclean/blob/main/docs/hacs-user-is-sitting.png,8,6
/jens62/geberit-aquaclean/issues/18,6,4
