url_path,views_total,views_unique
/jens62/geberit-aquaclean,124,41
/jens62/geberit-aquaclean/issues,39,10
/jens62/geberit-aquaclean/issues/21,35,14
/jens62/geberit-aquaclean/issues/27,20,4
/jens62/geberit-aquaclean/stargazers,17,2
/jens62/geberit-aquaclean/blob/main/docs/hacs-integration.md,16,9
/jens62/geberit-aquaclean/issues/28,15,2
/jens62/geberit-aquaclean/tree/main/docs,13,1
/jens62/geberit-aquaclean/tree/main,11,1
/jens62/geberit-aquaclean/issues/26,10,3
