url_path,views_total,views_unique
/jens62/geberit-aquaclean,114,48
/jens62/geberit-aquaclean/issues,37,11
/jens62/geberit-aquaclean/blob/main/docs/hacs-integration.md,36,15
/jens62/geberit-aquaclean/tree/main,20,4
/jens62/geberit-aquaclean/issues/32,19,5
/jens62/geberit-aquaclean/stargazers,19,4
/jens62/geberit-aquaclean/tree/main/docs,13,2
/jens62/geberit-aquaclean/blob/main/homeassistant/SETUP_GUIDE.md,12,5
/jens62/geberit-aquaclean/issues/31,11,3
/jens62/geberit-aquaclean/issues/21,8,4
