url_path,views_total,views_unique
/jens62/geberit-aquaclean,161,68
/jens62/geberit-aquaclean/commits/main,59,6
/jens62/geberit-aquaclean/issues,46,11
/jens62/geberit-aquaclean/blob/main/docs/hacs-user-is-sitting.png,24,16
/jens62/geberit-aquaclean/blob/main/docs/developer/alba-ble-encryption.md,24,10
/jens62/geberit-aquaclean/blob/main/docs/hacs-integration.md,23,15
/jens62/geberit-aquaclean/blob/main/docs/webapp-masked.png,18,12
/jens62/geberit-aquaclean/tree/main,15,7
/jens62/geberit-aquaclean/pulls,11,6
/jens62/geberit-aquaclean/tree/main/docs,10,8
