url_path,views_total,views_unique
/jens62/geberit-aquaclean,110,42
/jens62/geberit-aquaclean/issues,41,8
/jens62/geberit-aquaclean/issues/17,37,5
/jens62/geberit-aquaclean/issues/19,26,7
/jens62/geberit-aquaclean/tree/main,16,3
/jens62/geberit-aquaclean/blob/main/docs/hacs-user-is-sitting.png,14,14
/jens62/geberit-aquaclean/blob/main/docs/developer/ble-traffic-capture.md,10,4
/jens62/geberit-aquaclean/tree/main/aquaclean_console_app,9,3
/jens62/geberit-aquaclean/stargazers,9,1
/jens62/geberit-aquaclean/blob/40af8d7de1ec822eb93d0de280de9940792ee87b/docs/developer/ble-traffic-capture.md,8,4
