url_path,views_total,views_unique
/jens62/geberit-aquaclean,122,40
/jens62/geberit-aquaclean/issues/21,40,16
/jens62/geberit-aquaclean/issues,39,10
/jens62/geberit-aquaclean/issues/27,19,4
/jens62/geberit-aquaclean/stargazers,17,2
/jens62/geberit-aquaclean/blob/main/docs/hacs-integration.md,15,8
/jens62/geberit-aquaclean/issues/28,15,2
/jens62/geberit-aquaclean/tree/main/docs,14,1
/jens62/geberit-aquaclean/tree/main,12,1
/jens62/geberit-aquaclean/issues/26,10,3
