url_path,views_total,views_unique
/jens62/geberit-aquaclean,167,74
/jens62/geberit-aquaclean/commits/main,59,6
/jens62/geberit-aquaclean/issues,54,15
/jens62/geberit-aquaclean/blob/main/docs/hacs-user-is-sitting.png,32,23
/jens62/geberit-aquaclean/blob/main/docs/hacs-integration.md,28,14
/jens62/geberit-aquaclean/blob/main/docs/webapp-masked.png,19,15
/jens62/geberit-aquaclean/blob/main/docs/developer/alba-ble-encryption.md,18,8
/jens62/geberit-aquaclean/tree/main,16,9
/jens62/geberit-aquaclean/blob/main/homeassistant/SETUP_GUIDE.md,12,7
/jens62/geberit-aquaclean/tree/main/docs,9,8
