url_path,views_total,views_unique
/jens62/geberit-aquaclean,100,54
/jens62/geberit-aquaclean/pull/46,13,2
/jens62/geberit-aquaclean/blob/main/docs/hacs-integration.md,11,7
/jens62/geberit-aquaclean/blob/main/POLICIES/CLAUDE_POLICY.md,10,3
/jens62/geberit-aquaclean/blob/main/docs/hacs-user-is-sitting.png,8,8
/jens62/geberit-aquaclean/issues,6,6
/jens62/geberit-aquaclean/blob/main/docs/webapp-masked.png,5,5
/jens62/geberit-aquaclean/blob/main/docs/esphome.md,4,3
/jens62/geberit-aquaclean/pulls,4,3
/jens62/geberit-aquaclean/blob/main/esphome/aquaclean-proxy-wifi.yaml,4,2
