url_path,views_total,views_unique
/jens62/geberit-aquaclean,81,64
/jens62/geberit-aquaclean/blob/main/docs/hacs-integration.md,18,12
/jens62/geberit-aquaclean/commits/main,15,2
/jens62/geberit-aquaclean/blob/main/docs/hacs-user-is-sitting.png,10,9
/jens62/geberit-aquaclean/blob/main/docs/webapp-masked.png,8,8
/jens62/geberit-aquaclean/blob/main/homeassistant/SETUP_GUIDE.md,8,8
/jens62/geberit-aquaclean/issues,7,4
/jens62/geberit-aquaclean/tree/main,6,4
/jens62/geberit-aquaclean/blob/v3.1.2/homeassistant/SETUP_GUIDE.md,6,1
/jens62/geberit-aquaclean/blob/main/docs/esphome.md,5,5
