referrer,views_total,views_unique
Google,76,34
Bing,22,2
github.com,13,9
DuckDuckGo,13,3
community.home-assistant.io,11,5
m.facebook.com,9,4
lm.facebook.com,7,5
facebook.com,3,2
l.facebook.com,3,2
