url_path,views_total,views_unique
/jens62/geberit-aquaclean,101,35
/jens62/geberit-aquaclean/issues/21,49,13
/jens62/geberit-aquaclean/issues,40,10
/jens62/geberit-aquaclean/issues/27,17,3
/jens62/geberit-aquaclean/stargazers,16,2
/jens62/geberit-aquaclean/blob/main/docs/developer/ble-traffic-capture.md,14,2
/jens62/geberit-aquaclean/issues/19,12,5
/jens62/geberit-aquaclean/blob/main/docs/hacs-user-is-sitting.png,11,9
/jens62/geberit-aquaclean/releases,10,5
/jens62/geberit-aquaclean/issues/26,10,3
