url_path,views_total,views_unique
/jens62/geberit-aquaclean,139,61
/jens62/geberit-aquaclean/issues,23,10
/jens62/geberit-aquaclean/blob/main/docs/hacs-integration.md,18,11
/jens62/geberit-aquaclean/blob/main/docs/hacs-user-is-sitting.png,15,11
/jens62/geberit-aquaclean/blob/main/docs/webapp-masked.png,12,10
/jens62/geberit-aquaclean/blob/main/POLICIES/CLAUDE_POLICY.md,11,3
/jens62/geberit-aquaclean/pull/46,9,2
/jens62/geberit-aquaclean/tree/main/graphics,8,6
/jens62/geberit-aquaclean/blob/main/docs/developer/alba-ble-encryption.md,7,3
/jens62/geberit-aquaclean/activity,6,1
