url_path,views_total,views_unique
/jens62/geberit-aquaclean,116,59
/jens62/geberit-aquaclean/issues,36,13
/jens62/geberit-aquaclean/blob/main/docs/hacs-integration.md,25,11
/jens62/geberit-aquaclean/blob/main/docs/hacs-user-is-sitting.png,19,14
/jens62/geberit-aquaclean/blob/main/docs/webapp-masked.png,12,11
/jens62/geberit-aquaclean/blob/v3.1.2/docs/hacs-integration.md,9,3
/jens62/geberit-aquaclean/tree/main,8,6
/jens62/geberit-aquaclean/blob/main/docs/developer/alba-ble-encryption.md,7,3
/jens62/geberit-aquaclean/blob/main/homeassistant/SETUP_GUIDE.md,5,5
/jens62/geberit-aquaclean/issues/28,5,5
