url_path,views_total,views_unique
/jens62/geberit-aquaclean,86,41
/jens62/geberit-aquaclean/issues/19,33,10
/jens62/geberit-aquaclean/issues,23,9
/jens62/geberit-aquaclean/blob/main/docs/hacs-integration.md,14,8
/jens62/geberit-aquaclean/blob/main/docs/esphome-troubleshooting.md,12,3
/jens62/geberit-aquaclean/issues/20,11,4
/jens62/geberit-aquaclean/releases,10,1
/jens62/geberit-aquaclean/stargazers,9,2
/jens62/geberit-aquaclean/tree/main,9,1
/jens62/geberit-aquaclean/blob/main/docs/hacs-user-is-sitting.png,7,6
