url_path,views_total,views_unique
/jens62/geberit-aquaclean,76,33
/jens62/geberit-aquaclean/issues/19,37,9
/jens62/geberit-aquaclean/issues,30,5
/jens62/geberit-aquaclean/issues/21,20,6
/jens62/geberit-aquaclean/blob/main/docs/hacs-integration.md,18,7
/jens62/geberit-aquaclean/stargazers,14,1
/jens62/geberit-aquaclean/blob/main/docs/developer/ble-traffic-capture.md,13,2
/jens62/geberit-aquaclean/issues/20,11,4
/jens62/geberit-aquaclean/blob/main/docs/webapp-masked.png,9,9
/jens62/geberit-aquaclean/blob/main/docs/hacs-user-is-sitting.png,9,7
