url_path,views_total,views_unique
/jens62/geberit-aquaclean,139,72
/jens62/geberit-aquaclean/blob/main/docs/hacs-integration.md,26,18
/jens62/geberit-aquaclean/tree/main/docs/developer,22,1
/jens62/geberit-aquaclean/issues,18,9
/jens62/geberit-aquaclean/tree/main,17,5
/jens62/geberit-aquaclean/tree/main/docs,17,2
/jens62/geberit-aquaclean/blob/main/docs/hacs-user-is-sitting.png,10,9
/jens62/geberit-aquaclean/blob/main/docs/developer/mock-service-requirements.md,9,1
/jens62/geberit-aquaclean/blob/main/docs/webapp-masked.png,8,6
/jens62/geberit-aquaclean/blob/main/homeassistant/SETUP_GUIDE.md,7,7
