url_path,views_total,views_unique
/jens62/geberit-aquaclean,173,74
/jens62/geberit-aquaclean/commits/main,60,7
/jens62/geberit-aquaclean/issues,52,13
/jens62/geberit-aquaclean/blob/main/docs/hacs-user-is-sitting.png,34,23
/jens62/geberit-aquaclean/blob/main/docs/hacs-integration.md,28,17
/jens62/geberit-aquaclean/blob/main/docs/webapp-masked.png,24,18
/jens62/geberit-aquaclean/blob/main/docs/developer/alba-ble-encryption.md,24,10
/jens62/geberit-aquaclean/tree/main,20,11
/jens62/geberit-aquaclean/blob/main/homeassistant/SETUP_GUIDE.md,12,7
/jens62/geberit-aquaclean/tree/main/docs,11,9
