url_path,views_total,views_unique
/jens62/geberit-aquaclean,130,62
/jens62/geberit-aquaclean/commits/main,44,3
/jens62/geberit-aquaclean/issues,39,13
/jens62/geberit-aquaclean/blob/main/docs/hacs-integration.md,26,11
/jens62/geberit-aquaclean/blob/main/docs/hacs-user-is-sitting.png,22,17
/jens62/geberit-aquaclean/blob/main/docs/developer/alba-ble-encryption.md,16,6
/jens62/geberit-aquaclean/blob/main/docs/webapp-masked.png,15,12
/jens62/geberit-aquaclean/tree/main,12,8
/jens62/geberit-aquaclean/blob/v3.1.2/docs/hacs-integration.md,9,3
/jens62/geberit-aquaclean/blob/main/homeassistant/SETUP_GUIDE.md,8,7
