referrer,views_total,views_unique
Google,91,39
github.com,27,9
DuckDuckGo,12,2
m.facebook.com,9,4
Bing,8,4
l.facebook.com,8,4
lm.facebook.com,7,5
facebook.com,3,2
community.home-assistant.io,1,1
