url_path,views_total,views_unique
/jens62/geberit-aquaclean,167,68
/jens62/geberit-aquaclean/commits/main,60,7
/jens62/geberit-aquaclean/issues,50,11
/jens62/geberit-aquaclean/blob/main/docs/hacs-user-is-sitting.png,28,19
/jens62/geberit-aquaclean/blob/main/docs/hacs-integration.md,26,16
/jens62/geberit-aquaclean/blob/main/docs/developer/alba-ble-encryption.md,24,10
/jens62/geberit-aquaclean/blob/main/docs/webapp-masked.png,18,12
/jens62/geberit-aquaclean/tree/main,16,8
/jens62/geberit-aquaclean/tree/main/docs,11,9
/jens62/geberit-aquaclean/blob/main/homeassistant/SETUP_GUIDE.md,11,6
