url_path,views_total,views_unique
/jens62/geberit-aquaclean,106,43
/jens62/geberit-aquaclean/issues/19,30,7
/jens62/geberit-aquaclean/issues,27,6
/jens62/geberit-aquaclean/issues/17,27,5
/jens62/geberit-aquaclean/blob/main/docs/hacs-user-is-sitting.png,15,15
/jens62/geberit-aquaclean/tree/main,14,3
/jens62/geberit-aquaclean/blob/main/docs/hacs-integration.md,12,11
/jens62/geberit-aquaclean/tree/main/aquaclean_console_app,10,2
/jens62/geberit-aquaclean/blob/main/docs/developer/alba-ble-encryption.md,9,2
/jens62/geberit-aquaclean/blob/40af8d7de1ec822eb93d0de280de9940792ee87b/docs/developer/ble-traffic-capture.md,8,4
