url_path,views_total,views_unique
/jens62/geberit-aquaclean,92,56
/jens62/geberit-aquaclean/pull/46,12,2
/jens62/geberit-aquaclean/blob/main/docs/hacs-integration.md,10,5
/jens62/geberit-aquaclean/blob/main/docs/hacs-user-is-sitting.png,8,7
/jens62/geberit-aquaclean/blob/main/docs/esphome.md,7,4
/jens62/geberit-aquaclean/blob/main/docs/webapp-masked.png,6,6
/jens62/geberit-aquaclean/blob/main/POLICIES/CLAUDE_POLICY.md,6,2
/jens62/geberit-aquaclean/blob/main/esphome/aquaclean-proxy-wifi.yaml,5,3
/jens62/geberit-aquaclean/issues,4,4
/jens62/geberit-aquaclean/issues/21,4,4
