url_path,views_total,views_unique
/jens62/geberit-aquaclean,131,62
/jens62/geberit-aquaclean/commits/main,58,5
/jens62/geberit-aquaclean/issues,45,14
/jens62/geberit-aquaclean/blob/main/docs/hacs-integration.md,27,12
/jens62/geberit-aquaclean/blob/main/docs/hacs-user-is-sitting.png,23,18
/jens62/geberit-aquaclean/blob/main/docs/webapp-masked.png,17,13
/jens62/geberit-aquaclean/tree/main,17,9
/jens62/geberit-aquaclean/blob/main/docs/developer/alba-ble-encryption.md,16,6
/jens62/geberit-aquaclean/blob/v3.1.2/docs/hacs-integration.md,9,3
/jens62/geberit-aquaclean/blob/main/homeassistant/SETUP_GUIDE.md,8,7
