url_path,views_total,views_unique
/jens62/geberit-aquaclean,109,43
/jens62/geberit-aquaclean/issues,34,7
/jens62/geberit-aquaclean/issues/19,29,7
/jens62/geberit-aquaclean/issues/17,29,5
/jens62/geberit-aquaclean/tree/main,16,3
/jens62/geberit-aquaclean/blob/main/docs/hacs-user-is-sitting.png,14,14
/jens62/geberit-aquaclean/blob/main/docs/developer/ble-traffic-capture.md,9,4
/jens62/geberit-aquaclean/issues/12,9,4
/jens62/geberit-aquaclean/issues/18,8,5
/jens62/geberit-aquaclean/blob/40af8d7de1ec822eb93d0de280de9940792ee87b/docs/developer/ble-traffic-capture.md,8,4
