url_path,views_total,views_unique
/jens62/geberit-aquaclean,76,52
/jens62/geberit-aquaclean/blob/main/docs/hacs-user-is-sitting.png,11,9
/jens62/geberit-aquaclean/blob/main/docs/esphome.md,9,6
/jens62/geberit-aquaclean/blob/main/docs/webapp-masked.png,8,8
/jens62/geberit-aquaclean/blob/main/docs/hacs-integration.md,7,5
/jens62/geberit-aquaclean/blob/main/esphome/aquaclean-proxy-wifi.yaml,6,4
/jens62/geberit-aquaclean/pull/46,6,1
/jens62/geberit-aquaclean/blob/main/homeassistant/SETUP_GUIDE.md,5,4
/jens62/geberit-aquaclean/pulls,4,3
/jens62/geberit-aquaclean/tree/main,4,3
