url_path,views_total,views_unique
/jens62/geberit-aquaclean,132,70
/jens62/geberit-aquaclean/blob/main/docs/hacs-integration.md,26,16
/jens62/geberit-aquaclean/issues,24,8
/jens62/geberit-aquaclean/tree/main/docs/developer,22,1
/jens62/geberit-aquaclean/tree/main/docs,16,1
/jens62/geberit-aquaclean/tree/main,14,4
/jens62/geberit-aquaclean/blob/main/docs/hacs-user-is-sitting.png,9,8
/jens62/geberit-aquaclean/blob/main/docs/developer/mock-service-requirements.md,9,1
/jens62/geberit-aquaclean/blob/v3.1.2/docs/hacs-integration.md,7,2
/jens62/geberit-aquaclean/blob/main/docs/webapp-masked.png,6,4
