url_path,views_total,views_unique
/jens62/geberit-aquaclean,147,51
/jens62/geberit-aquaclean/issues,36,8
/jens62/geberit-aquaclean/issues/21,34,10
/jens62/geberit-aquaclean/blob/main/docs/hacs-integration.md,22,11
/jens62/geberit-aquaclean/tree/main/docs,19,2
/jens62/geberit-aquaclean/issues/28,17,2
/jens62/geberit-aquaclean/stargazers,17,1
/jens62/geberit-aquaclean/tree/main,17,1
/jens62/geberit-aquaclean/tree/main/docs/developer,12,1
/jens62/geberit-aquaclean/releases,10,3
