url_path,views_total,views_unique
/jens62/geberit-aquaclean,79,58
/jens62/geberit-aquaclean/commits/main,16,3
/jens62/geberit-aquaclean/blob/main/docs/hacs-integration.md,14,8
/jens62/geberit-aquaclean/blob/main/docs/webapp-masked.png,10,10
/jens62/geberit-aquaclean/blob/main/docs/hacs-user-is-sitting.png,10,9
/jens62/geberit-aquaclean/blob/main/homeassistant/SETUP_GUIDE.md,7,7
/jens62/geberit-aquaclean/blob/main/docs/esphome.md,6,5
/jens62/geberit-aquaclean/issues,6,3
/jens62/geberit-aquaclean/blob/main/docs/home-assistant.md,4,4
/jens62/geberit-aquaclean/tree/main,4,3
