url_path,views_total,views_unique
/jens62/geberit-aquaclean,135,69
/jens62/geberit-aquaclean/blob/main/docs/hacs-integration.md,26,18
/jens62/geberit-aquaclean/tree/main/docs/developer,22,1
/jens62/geberit-aquaclean/issues,19,8
/jens62/geberit-aquaclean/tree/main,16,5
/jens62/geberit-aquaclean/tree/main/docs,16,1
/jens62/geberit-aquaclean/blob/main/docs/hacs-user-is-sitting.png,10,9
/jens62/geberit-aquaclean/blob/main/docs/developer/mock-service-requirements.md,9,1
/jens62/geberit-aquaclean/blob/main/docs/webapp-masked.png,8,6
/jens62/geberit-aquaclean/blob/main/homeassistant/SETUP_GUIDE.md,6,6
