referrer,views_total,views_unique
Google,67,32
Bing,17,1
community.home-assistant.io,12,6
github.com,11,8
m.facebook.com,9,4
lm.facebook.com,7,5
DuckDuckGo,3,2
facebook.com,3,2
l.facebook.com,2,1
