url_path,views_total,views_unique
/jens62/geberit-aquaclean,131,49
/jens62/geberit-aquaclean/issues,32,7
/jens62/geberit-aquaclean/blob/main/docs/hacs-integration.md,24,14
/jens62/geberit-aquaclean/issues/21,24,7
/jens62/geberit-aquaclean/tree/main,16,3
/jens62/geberit-aquaclean/tree/main/docs,12,2
/jens62/geberit-aquaclean/tree/main/docs/developer,10,1
/jens62/geberit-aquaclean/stargazers,8,1
/jens62/geberit-aquaclean/tree/main/.github,8,1
/jens62/geberit-aquaclean/issues/31,7,3
