url_path,views_total,views_unique
/jens62/geberit-aquaclean,76,53
/jens62/geberit-aquaclean/commits/main,14,2
/jens62/geberit-aquaclean/blob/main/docs/hacs-integration.md,10,6
/jens62/geberit-aquaclean/blob/main/docs/hacs-user-is-sitting.png,9,8
/jens62/geberit-aquaclean/blob/main/docs/esphome.md,8,6
/jens62/geberit-aquaclean/blob/main/homeassistant/SETUP_GUIDE.md,7,6
/jens62/geberit-aquaclean/blob/main/docs/webapp-masked.png,6,6
/jens62/geberit-aquaclean/blob/main/esphome/aquaclean-proxy-wifi.yaml,5,3
/jens62/geberit-aquaclean/blob/main/docs/home-assistant.md,4,4
/jens62/geberit-aquaclean/tree/main,4,3
