url_path,views_total,views_unique
/jens62/geberit-aquaclean,144,47
/jens62/geberit-aquaclean/issues,46,11
/jens62/geberit-aquaclean/issues/21,43,13
/jens62/geberit-aquaclean/stargazers,23,2
/jens62/geberit-aquaclean/issues/27,20,4
/jens62/geberit-aquaclean/blob/main/docs/hacs-integration.md,18,10
/jens62/geberit-aquaclean/tree/main/docs,18,1
/jens62/geberit-aquaclean/issues/28,16,2
/jens62/geberit-aquaclean/tree/main,15,1
/jens62/geberit-aquaclean/issues/26,11,3
