url_path,views_total,views_unique
/jens62/geberit-aquaclean,106,58
/jens62/geberit-aquaclean/pull/46,12,2
/jens62/geberit-aquaclean/blob/main/POLICIES/CLAUDE_POLICY.md,11,3
/jens62/geberit-aquaclean/blob/main/docs/hacs-integration.md,10,6
/jens62/geberit-aquaclean/blob/main/docs/hacs-user-is-sitting.png,9,9
/jens62/geberit-aquaclean/issues,8,7
/jens62/geberit-aquaclean/blob/main/docs/webapp-masked.png,6,6
/jens62/geberit-aquaclean/pulls,4,3
/jens62/geberit-aquaclean/issues/17,4,2
/jens62/geberit-aquaclean/blob/v3.1.2/docs/hacs-integration.md,3,3
